email_text,email_text_clean,label,email_type,email_length,word_count,url_count,has_urls,urgent_word_count,has_urgent_words,money_word_count,has_money_words,exclamation_count,question_count,predicted_label,predicted_probability,confidence,error_type
slap up products of fashion we offer high quality lines of rep !c watches by well approved swiss manufacturers! URL PLACEHOLDER,slap up products of fashion we offer high quality lines of rep !c watches by well approved swiss manufacturers! URL PLACEHOLDER,1,Phishing Email,133,21,1,1,0,0,1,1,2,0,0,0.21726894,0.782731,False Negative
need diploma? mba or other? bch university degree obtain a prosperous future money earning power and the prestige that comes with having the career position you ve always dreamed of. diploma from prestigious non accredited unversities based on your present knowledge and professional experience. if you qualify no required tests classes books or examinations. confidentiality assured hours a day days a week including sundays and holidays,need diploma? mba or other? bch university degree obtain a prosperous future money earning power and the prestige that comes with having the career position you ve always dreamed of. diploma from prestigious non accredited unversities based on your present knowledge and professional experience. if you qualify no required tests classes books or examinations. confidentiality assured hours a day days a week including sundays and holidays,1,Phishing Email,477,66,0,0,0,0,1,1,0,2,0,0.2988017,0.70119834,False Negative
re dovecot auth config federico nan wrote hi! i want to config dovecot auth like the postfix page says but it dosent work when i restart my server logs one error says atal no sasl authentication mechanisms thanks!! as others will say to report a problem see URL PLACEHOLDER,re dovecot auth config federico nan wrote hi! i want to config dovecot auth like the postfix page says but it dosent work when i restart my server logs one error says atal no sasl authentication mechanisms thanks!! as others will say to report a problem see URL PLACEHOLDER,0,Safe Email,326,49,1,1,0,0,0,0,3,0,1,0.6626097,0.6626097,False Positive
much longer than it used to be! hear your lassie cry out with happiness as you penetrate her harder and more deeply! our remedy really does work and provokes dramatic gains in length! URL PLACEHOLDER under any doubt at all about how seriously we regarddenies that the sailors were in iranian waters. tonybelgium.,much longer than it used to be! hear your lassie cry out with happiness as you penetrate her harder and more deeply! our remedy really does work and provokes dramatic gains in length! URL PLACEHOLDER under any doubt at all about how seriously we regarddenies that the sailors were in iranian waters. tonybelgium.,1,Phishing Email,322,53,1,1,0,0,0,0,3,0,0,0.012568724,0.9874313,False Negative
re uai discrete parents of continuous nodes agenarisk URL PLACEHOLDER supports continuous nodes with discrete parents and uses dynamic discretisation as the basis for approximate inference. it does not however explicitly support the construction of structural equation models. martin dr martin neil agena ltd EMAIL PLACEHOLDER message date wed nov from rich subject uai discrete parents of continuous nodes to EMAIL PLACEHOLDER message id content type text plain charset us ascii format flowed i am looking for bayes net inference software in which a continuous sem node is allowed to have discrete parents. please let me know of anything of which you are aware. thanks rich richard e. neapolitan professor and chair of computer science northeastern illinois university n. st. louis chicago il,re uai discrete parents of continuous nodes agenarisk URL PLACEHOLDER supports continuous nodes with discrete parents and uses dynamic discretisation as the basis for approximate inference. it does not however explicitly support the construction of structural equation models. martin dr martin neil agena ltd EMAIL PLACEHOLDER message date wed nov from rich subject uai discrete parents of continuous nodes to EMAIL PLACEHOLDER message id content type text plain charset us ascii format flowed i am looking for bayes net inference software in which a continuous sem node is allowed to have discrete parents. please let me know of anything of which you are aware. thanks rich richard e. neapolitan professor and chair of computer science northeastern illinois university n. st. louis chicago il,0,Safe Email,1054,123,0,0,0,0,0,0,0,0,1,0.5963057,0.5963057,False Positive
re scalar util blessed on oct at am a. pagaltzis wrote hi hope nobody defines a sub by this name sub universal a sub not likely to be here ref sub blessed EMAIL PLACEHOLDER sig die sig warn length ref ? eval a sub not likely to be here undef is there any reason to pollute universal here? shouldn t the following work identically? sub blessed EMAIL PLACEHOLDER sig die sig warn length ref ? eval can can undef no it will not. what if the class of has over ridden can ? however you can call universal can can to avoid that graham.,re scalar util blessed on oct at am a. pagaltzis wrote hi hope nobody defines a sub by this name sub universal a sub not likely to be here ref sub blessed EMAIL PLACEHOLDER sig die sig warn length ref ? eval a sub not likely to be here undef is there any reason to pollute universal here? shouldn t the following work identically? sub blessed EMAIL PLACEHOLDER sig die sig warn length ref ? eval can can undef no it will not. what if the class of has over ridden can ? however you can call universal can can to avoid that graham.,0,Safe Email,807,104,0,0,0,0,1,1,0,5,1,0.99196154,0.99196154,False Positive
get your free welcome bonus and win much more! now you have a brilliant possibility to feel casino excitement without leaving your house. all your favorite games are available to play in golden gate casino. just download free software and start playing. feel safe when it goes about playing for money . URL PLACEHOLDER top choice casino!,get your free welcome bonus and win much more! now you have a brilliant possibility to feel casino excitement without leaving your house. all your favorite games are available to play in golden gate casino. just download free software and start playing. feel safe when it goes about playing for money . URL PLACEHOLDER top choice casino!,1,Phishing Email,364,57,1,1,0,0,3,1,2,0,0,0.00025926798,0.9997408,False Negative
nana s list nana s list bills that need to be paid. mercury energy just check that is set to be paid by direct debit vodafone telstra i have transferred which should be more than enough to cover these open everything incase i have forgotten to pay something even stuff addressed to ron i may not get back in time for the next garden bag payment but it s only about and it can be paid online. there could be a water rates bill but i m not sure waitakere council rates bill can be ignored as it is paid by direct debit weekly important dates feb grandad waters th march uncle graham birthday march grandma eagle birthday march grandad jack birthday march darren birthday send a card with in if you are organized from all of us march bev and graham anniversary march claire s baby due march bev and graham leaving for japan march grandma and jack wedding anniversary april bev and graham back just try to keep plants in pots watered if it stays dry and when the tomato starts to die off you can pull it out and put in garden bag.,nana s list nana s list bills that need to be paid. mercury energy just check that is set to be paid by direct debit vodafone telstra i have transferred which should be more than enough to cover these open everything incase i have forgotten to pay something even stuff addressed to ron i may not get back in time for the next garden bag payment but it s only about and it can be paid online. there could be a water rates bill but i m not sure waitakere council rates bill can be ignored as it is paid by direct debit weekly important dates feb grandad waters th march uncle graham birthday march grandma eagle birthday march grandad jack birthday march darren birthday send a card with in if you are organized from all of us march bev and graham anniversary march claire s baby due march bev and graham leaving for japan march grandma and jack wedding anniversary april bev and graham back just try to keep plants in pots watered if it stays dry and when the tomato starts to die off you can pull it out and put in garden bag.,0,Safe Email,1211,196,0,0,1,1,1,1,0,0,1,0.9940176,0.9940176,False Positive
dont let health problems affect your active life . using the achievements of modern pharmaceutical industry men with erectile dysfunction can live life in full and satisfy any partner. visit our online store to read more about our products . don t let health problems affect your active life .,dont let health problems affect your active life . using the achievements of modern pharmaceutical industry men with erectile dysfunction can live life in full and satisfy any partner. visit our online store to read more about our products . don t let health problems affect your active life .,1,Phishing Email,320,50,0,0,0,0,0,0,0,0,0,0.011669322,0.9883307,False Negative
get back to slim shape again. your new source of great health. URL PLACEHOLDER,get back to slim shape again. your new source of great health. URL PLACEHOLDER,1,Phishing Email,93,14,1,1,0,0,0,0,0,0,0,0.069850765,0.93014926,False Negative
video toning exercises you can do at work high passion zone! URL PLACEHOLDER,video toning exercises you can do at work high passion zone! URL PLACEHOLDER,1,Phishing Email,87,13,1,1,0,0,0,0,1,0,0,0.0072768596,0.99272317,False Negative
products for your style and image exquisite copies of the hottest designer brands of accessories are here for you! URL PLACEHOLDER,products for your style and image exquisite copies of the hottest designer brands of accessories are here for you! URL PLACEHOLDER,1,Phishing Email,135,21,1,1,0,0,0,0,1,0,0,0.10131456,0.89868546,False Negative
secondary cd dvd image downloading this is a repost. i just noticed that the original poster asked that it be mirrored to both groups. since i m working on it again i ll add details. it is to be hoped a moderator can delete the earlier less complete posting. first phrasing it in that way sounds hostile with which to begin. this may explain in part the lack of responses. the words hoarding and unnecessary are hostile words. second there are those of us who are paranoid about net difficulties or about allowing automated updates. one thinks of cough windows cough . it may be unfair but there it is. the urge for control and backup is deep. third when there is nothing at all not even a simple text file to explain clearly which need to be downloaded and which don t need to be downloaded a person may feel the need to cautiously download all of them just in case they are needed. not providing such details at the point of download violates basic rules for giving instructions. i suggest this for example begin block url URL PLACEHOLDER filename explanation.text actual enclosed text the following instructions apply to downloading the binary distribution of debian . r . if you are new to debian do download this file and allow the torrent to finish debian r i dvd .iso.torrent only download these files and allow their torrents to finish if you wish to have a complete set of all debian files on dvd. they are not needed if you plan to allow an installation from the first dvd to automatically find and download any further necessary files from the internet debian r i dvd .iso.torrent debian r i dvd .iso.torrent only download this file and allow the torrent to finish if you have already downloaded an earlier version of debian . and wish to have an updated dvd which will bring the older set of dvd diskettes up to date debian update . r i dvd .iso.torrent please note that if you do not have an earlier version of debian . then the above dvd will be useless to you. also if you have already downloaded a full or partial set of debian . r meaning at least dvd then you won t need the special update dvd diskette . the above instructions assume you are using a properly configured bittorrent client. end block this was a quick and dirty post. edit the text as needed for style and clarity and for cd r or other media. to unsubscribe email to EMAIL PLACEHOLDER with a subject of unsubscribe . trouble? contact EMAIL PLACEHOLDER,secondary cd dvd image downloading this is a repost. i just noticed that the original poster asked that it be mirrored to both groups. since i m working on it again i ll add details. it is to be hoped a moderator can delete the earlier less complete posting. first phrasing it in that way sounds hostile with which to begin. this may explain in part the lack of responses. the words hoarding and unnecessary are hostile words. second there are those of us who are paranoid about net difficulties or about allowing automated updates. one thinks of cough windows cough . it may be unfair but there it is. the urge for control and backup is deep. third when there is nothing at all not even a simple text file to explain clearly which need to be downloaded and which don t need to be downloaded a person may feel the need to cautiously download all of them just in case they are needed. not providing such details at the point of download violates basic rules for giving instructions. i suggest this for example begin block url URL PLACEHOLDER filename explanation.text actual enclosed text the following instructions apply to downloading the binary distribution of debian . r . if you are new to debian do download this file and allow the torrent to finish debian r i dvd .iso.torrent only download these files and allow their torrents to finish if you wish to have a complete set of all debian files on dvd. they are not needed if you plan to allow an installation from the first dvd to automatically find and download any further necessary files from the internet debian r i dvd .iso.torrent debian r i dvd .iso.torrent only download this file and allow the torrent to finish if you have already downloaded an earlier version of debian . and wish to have an updated dvd which will bring the older set of dvd diskettes up to date debian update . r i dvd .iso.torrent please note that if you do not have an earlier version of debian . then the above dvd will be useless to you. also if you have already downloaded a full or partial set of debian . r meaning at least dvd then you won t need the special update dvd diskette . the above instructions assume you are using a properly configured bittorrent client. end block this was a quick and dirty post. edit the text as needed for style and clarity and for cd r or other media. to unsubscribe email to EMAIL PLACEHOLDER with a subject of unsubscribe . trouble? contact EMAIL PLACEHOLDER,1,Phishing Email,2801,444,1,1,1,1,1,1,0,1,0,0.00027023096,0.9997298,False Negative
re love is like a river always changing but always finding you again somewhere down the road. URL PLACEHOLDER,re love is like a river always changing but always finding you again somewhere down the road. URL PLACEHOLDER,1,Phishing Email,123,19,1,1,0,0,0,0,0,0,0,0.44573474,0.55426526,False Negative
